entry_lon,entry_lat,bp_lon,bp_lat,exit_lon,exit_lat,entry,bp,exit,total
35.49548383,38.95101273,27.017125,42.041755,25.19189629,42.72438482,Turkey,Malkoclar,Bulgaria,76160
10.56953322,51.16623382,14.4924285,52.4615586,19.15621438,51.9154574,Germany,Mallnow (Frankfurt am Oder),Poland,175536
19.15621438,51.9154574,14.4924285,52.4615586,10.56953322,51.16623382,Poland,Mallnow (Frankfurt am Oder),Germany,14
12.68232471,42.50245184,12.5833,37.6550933,8.875653987,33.80444764,Italy,Mazara del Vallo,Tunisia,119921
24.305777,45.93852415,23.15,47.786743,33.90278896,48.38306852,Romania,Mediesu Aurit,Ukraine,1824
-8.007700446,53.4149487,-6.2603097,53.3498053,-1.91552148,54.30762431,Ireland,Moffat,United Kingdom,31200
19.15621438,51.9154574,16.6067304,49.1950982,15.53142738,49.80026456,Poland,Moravia,Czech Republic,1846
19.1372273,47.16442951,17.2689169,47.8681469,14.78046256,47.69977491,Hungary,Mosonmagyarovar,Austria,26080
14.62528747,46.15133689,15.6750397,46.7163493,14.78046256,47.69977491,Slovenia,Murfeld,Austria,11657
25.48405617,58.61165381,28.1791333,59.3796798,88.39929835,59.46859426,Estonia,Narva,Russia,203
25.19189629,42.72438482,28.2176216,43.8155851,24.305777,45.93852415,Bulgaria,Negru Voda,Romania,108817
10.56953322,51.16623382,13.427395,54.132926,88.39929835,59.46859426,Germany,Nord Stream,Russia,100198
5.515399956,52.10755781,6.521099,53.411552,9.202974158,55.93364831,Netherlands,Northern Offshore Gas Transport (NOGAT),Denmark,5545
12.68232471,42.50245184,13.590077,45.227573,15.34117275,44.74647875,Italy,Not Elsewhere Specified,Croatia,2785
8.450110869,46.82297449,13.590077,45.227573,9.072207177,42.18109118,Switzerland,Not Elsewhere Specified,France,4461
9.072207177,42.18109118,13.590077,45.227573,8.450110869,46.82297449,France,Not Elsewhere Specified,Switzerland,1570
9.202974158,55.93364831,8.198238,55.816227,12.66272154,64.55543029,Denmark,Nybro,Norway,1833
4.864155415,50.50348206,5.7812383,51.0280231,5.515399956,52.10755781,Belgium,Obbicht,Netherlands,768
9.072207177,42.18109118,7.218626,49.117825,10.56953322,51.16623382,France,Obergailbach,Germany,53207
10.56953322,51.16623382,13.7716319,48.5527707,14.78046256,47.69977491,Germany,Oberkappel,Austria,1048
14.78046256,47.69977491,13.7716319,48.5527707,10.56953322,51.16623382,Austria,Oberkappel,Germany,44934
10.56953322,51.16623382,13.34,50.6588625,15.53142738,49.80026456,Germany,Olbernhau,Czech Republic,3872
15.53142738,49.80026456,13.34,50.6588625,10.56953322,51.16623382,Czech Republic,Olbernhau,Germany,39219
8.450110869,46.82297449,7.3925,47.4922,9.072207177,42.18109118,Switzerland,Oltingue,France,18889
5.515399956,52.10755781,7.205,53.2019,10.56953322,51.16623382,Netherlands,Oude (H-Gas),Germany,60255
10.56953322,51.16623382,7.205,53.2019,5.515399956,52.10755781,Germany,Oude (H-Gas),Netherlands,45920
5.515399956,52.10755781,7.205,53.3019,10.56953322,51.16623382,Netherlands,Oude (L-Gas),Germany,3051
10.56953322,51.16623382,7.205,53.3019,5.515399956,52.10755781,Germany,Oude (L-Gas),Netherlands,31737
5.515399956,52.10755781,7.205,53.3019,10.56953322,51.16623382,Netherlands,Oude (L-Gas),Germany,4200
6.082987573,49.81307125,5.8805,49.55833,4.864155415,50.50348206,Luxembourg,Petange,Belgium,797
24.173419,55.17008378,23.9184479,53.9442408,27.98576742,53.71983752,Lithuania,Privalka,Belarus,90
9.072207177,42.18109118,3.949875,50.3632054,4.864155415,50.50348206,France,Quevy (H),Belgium,50784
6.082987573,49.81307125,6.3680482,49.5444392,10.56953322,51.16623382,Luxembourg,Remich,Germany,3842
15.34117275,44.74647875,15.7000313,46.2258891,14.62528747,46.15133689,Croatia,Rogatec,Slovenia,6507
8.450110869,46.82297449,9.5253426,47.2476193,14.78046256,47.69977491,Switzerland,Ruggel,Austria,451
4.864155415,50.50348206,5.76031,50.75744,5.515399956,52.10755781,Belgium,s Gravenvoeren,Netherlands,35796
5.515399956,52.10755781,5.76031,50.75744,4.864155415,50.50348206,Netherlands,s Gravenvoeren,Belgium,9219
88.39929835,59.46859426,23.04802,54.952671,24.173419,55.17008378,Russia,Sakiai,Lithuania,12342
35.49548383,38.95101273,36.3360667,41.2797031,88.39929835,59.46859426,Turkey,Samsun,Russia,85557
-1.91552148,54.30762431,-1.838958,57.557307,12.66272154,64.55543029,United Kingdom,St Fergus (Statfjord),Norway,33548
-1.91552148,54.30762431,-1.838958,57.657307,12.66272154,64.55543029,United Kingdom,St Fergus (Vesterled),Norway,28385
-3.4692938,39.89310385,-5.6044497,36.0143209,-6.211510829,31.78772358,Spain,Tarifa,Morocco,59161
12.68232471,42.50245184,13.5799589,46.5044339,14.78046256,47.69977491,Italy,Tarvisio,Austria,172000
14.78046256,47.69977491,13.5799589,46.5044339,12.68232471,42.50245184,Austria,Tarvisio,Italy,191
9.072207177,42.18109118,3.8367,50.3197,4.864155415,50.50348206,France,Tasnieres (L),Belgium,34395
10.56953322,51.16623382,6.1373536,51.3437209,5.515399956,52.10755781,Germany,Tegelen (OGE),Netherlands,98
19.15621438,51.9154574,23.881704,53.097903,27.98576742,53.71983752,Poland,Tietierowka,Belarus,534
35.49548383,38.95101273,42.8202939,41.587425,43.67533736,42.31842753,Turkey,Turkgozu,Georgia,27422
-3.4692938,39.89310385,-8.843,42.11,-8.275900781,39.55529266,Spain,Tuy,Portugal,4
-8.275900781,39.55529266,-8.843,42.11,-3.4692938,39.89310385,Portugal,Tuy,Spain,173
10.56953322,51.16623382,12.8747486,48.1928972,14.78046256,47.69977491,Germany,Uberackern,Austria,5622
10.56953322,51.16623382,12.8747486,48.2928972,14.78046256,47.69977491,Germany,Uberackern II,Austria,16197
14.78046256,47.69977491,12.8747486,48.2928972,10.56953322,51.16623382,Austria,Uberackern II,Germany,4090
28.83430869,46.99600337,27.8792064,47.307319,24.305777,45.93852415,Moldova,Ungheni,Romania,1
25.48405617,58.61165381,27.6330119,57.9578958,88.39929835,59.46859426,Estonia,Varska,Russia,1643
19.6366648,48.67421305,22.0749232,48.5538608,33.90278896,48.38306852,Slovak Republic,Velke Kapusany,Ukraine,347888
19.1372273,47.16442951,19.4540335,48.2005363,19.6366648,48.67421305,Hungary,Velke Zlievce,Slovak Republic,21
19.6366648,48.67421305,19.4540335,48.2005363,19.1372273,47.16442951,Slovak Republic,Velke Zlievce,Hungary,19
10.56953322,51.16623382,6.8384544,52.6605318,5.515399956,52.10755781,Germany,Vlieghuis (RWE),Netherlands,937
10.56953322,51.16623382,12.4962639,49.6417301,15.53142738,49.80026456,Germany,Waidhaus,Czech Republic,144577
15.53142738,49.80026456,12.4962639,49.6417301,10.56953322,51.16623382,Czech Republic,Waidhaus,Germany,11062
8.450110869,46.82297449,7.9042193,47.5591058,10.56953322,51.16623382,Switzerland,Wallbach,Germany,62753
10.56953322,51.16623382,6.720509,51.9713139,5.515399956,52.10755781,Germany,Winterswijk,Netherlands,41061
5.515399956,52.10755781,6.720509,51.9713139,10.56953322,51.16623382,Netherlands,Winterswijk,Germany,3401
19.15621438,51.9154574,23.3759718,52.367978,27.98576742,53.71983752,Poland,Wysokoje,Belarus,19778
4.864155415,50.50348206,5.12614,51.23807,5.515399956,52.10755781,Belgium,Zandvliet (H),Netherlands,6540
4.864155415,50.50348206,5.12614,51.23807,5.515399956,52.10755781,Belgium,Zandvliet (L),Netherlands,1084
4.864155415,50.50348206,3.2068507,51.3189468,12.66272154,64.55543029,Belgium,Zeebrugge (ZPT),Norway,88207
5.515399956,52.10755781,3.8119772,51.1987114,4.864155415,50.50348206,Netherlands,Zelzate (GTS),Belgium,7636
4.864155415,50.50348206,3.8119772,51.1987114,5.515399956,52.10755781,Belgium,Zelzate (GTS),Netherlands,8187
5.515399956,52.10755781,3.8167,51.2,4.864155415,50.50348206,Netherlands,Zelzate (Zebra),Belgium,10725
10.56953322,51.16623382,6.076959,51.9294445,5.515399956,52.10755781,Germany,Zevenaar,Netherlands,56918
5.515399956,52.10755781,6.076959,51.9294445,10.56953322,51.16623382,Netherlands,Zevenaar,Germany,8558
