variable,ISO,region,scenario,year,value
Needing both heating and cooling,NCL,New Caledonia,SDS,2040,0.0
Needing both heating and cooling,BES,Sint Maarten,SDS,2040,0.0
Needing both heating and cooling,JOR,Jordan,SDS,2040,34.4
Needing both heating and cooling,VIR,United States Virgin Islands,SDS,2040,0.0
Needing both heating and cooling,ZMB,Zambia,SDS,2040,0.0
Needing both heating and cooling,GUY,Guyana,SDS,2040,0.0
Needing both heating and cooling,KNA,Saint Kitts and Nevis,SDS,2040,0.0
Needing both heating and cooling,SVK,Slovak Republic,SDS,2040,89.6
Needing both heating and cooling,GAB,Gabon,SDS,2040,0.0
Needing both heating and cooling,GRC,Greece,SDS,2040,78.5
Needing both heating and cooling,GHA,Ghana,SDS,2040,0.0
Needing both heating and cooling,JPN,Japan,SDS,2040,98.0
Needing both heating and cooling,MDG,Madagascar,SDS,2040,0.0
Needing both heating and cooling,NER,Niger,SDS,2040,0.0
Needing both heating and cooling,DMA,Dominica,SDS,2040,0.0
Needing both heating and cooling,JAM,Jamaica,SDS,2040,0.0
Needing both heating and cooling,KHM,Cambodia,SDS,2040,0.0
Needing both heating and cooling,LBN,Lebanon,SDS,2040,0.0
Needing both heating and cooling,CZE,Czech Republic,SDS,2040,98.2
Needing both heating and cooling,GRD,Grenada,SDS,2040,0.0
Needing both heating and cooling,TON,Tonga,SDS,2040,0.0
Needing both heating and cooling,MUS,Mauritius,SDS,2040,0.0
Needing both heating and cooling,MAF,Saint Martin,SDS,2040,0.0
Needing both heating and cooling,ABCD,ABCD,SDS,2040,0.0
Needing both heating and cooling,HRV,Croatia,SDS,2040,100.0
Needing both heating and cooling,SVN,Slovenia,SDS,2040,100.0
Needing both heating and cooling,IDN,Indonesia,SDS,2040,0.0
Needing both heating and cooling,ETH,Ethiopia,SDS,2040,2.6
Needing both heating and cooling,DEU,Germany,SDS,2040,97.7
Needing both heating and cooling,NIU,Niue,SDS,2040,0.0
Needing both heating and cooling,PAK,Pakistan,SDS,2040,7.0
Needing both heating and cooling,PLW,Palau,SDS,2040,0.0
Needing both heating and cooling,FRO,Faroe Islands,SDS,2040,0.0
Needing both heating and cooling,LCA,Saint Lucia,SDS,2040,0.0
Needing both heating and cooling,SDN,Sudan,SDS,2040,0.0
Needing both heating and cooling,SWE,Sweden,SDS,2040,0.0
Needing both heating and cooling,LTU,Lithuania,SDS,2040,90.3
Needing both heating and cooling,LKA,Sri Lanka,SDS,2040,0.0
Needing both heating and cooling,KGZ,Kyrgyzstan,SDS,2040,58.7
Needing both heating and cooling,URY,Uruguay,SDS,2040,1.8
Needing both heating and cooling,ZAF,South Africa,SDS,2040,4.9
Needing both heating and cooling,LVA,Latvia,SDS,2040,40.5
Needing both heating and cooling,TKL,Tokelau,SDS,2040,0.0
Needing both heating and cooling,NAM,Namibia,SDS,2040,0.0
Needing both heating and cooling,LBY,Libya,SDS,2040,1.9
Needing both heating and cooling,AUS,Australia,SDS,2040,42.3
Needing both heating and cooling,SLE,Sierra Leone,SDS,2040,0.0
Needing both heating and cooling,GNB,Guinea-Bissau,SDS,2040,0.0
Needing both heating and cooling,ITA,Italy,SDS,2040,92.4
Needing both heating and cooling,SAU,Saudi Arabia,SDS,2040,0.1
Needing both heating and cooling,TCA,Turks and Caicos Islands,SDS,2040,0.0
Needing both heating and cooling,DJI,Djibouti,SDS,2040,0.0
Needing both heating and cooling,HND,Honduras,SDS,2040,0.0
Needing both heating and cooling,BVT,Bouvet Island,SDS,2040,0.0
Needing both heating and cooling,BFA,Burkina Faso,SDS,2040,0.0
Needing both heating and cooling,SEN,Senegal,SDS,2040,0.0
Needing both heating and cooling,VCT,Saint Vincent and the Grenadines,SDS,2040,0.0
Needing both heating and cooling,CHE,Switzerland,SDS,2040,76.0
Needing both heating and cooling,NRU,Nauru,SDS,2040,0.0
Needing both heating and cooling,TUV,Tuvalu,SDS,2040,0.0
Needing both heating and cooling,BLZ,Belize,SDS,2040,0.0
Needing both heating and cooling,SLV,El Salvador,SDS,2040,0.0
Needing both heating and cooling,SMR,San Marino,SDS,2040,0.0
Needing both heating and cooling,KWT,Kuwait,SDS,2040,0.0
Needing both heating and cooling,IRQ,Iraq,SDS,2040,15.2
Needing both heating and cooling,AUT,Austria,SDS,2040,82.1
Needing both heating and cooling,ATG,Antigua and Barbuda,SDS,2040,0.0
Needing both heating and cooling,VNM,Viet Nam,SDS,2040,0.0
Needing both heating and cooling,TZA,Tanzania,SDS,2040,0.0
Needing both heating and cooling,DNK,Denmark,SDS,2040,2.1
Needing both heating and cooling,CPV,Cabo Verde,SDS,2040,0.0
Needing both heating and cooling,GNQ,Equatorial Guinea,SDS,2040,0.0
Needing both heating and cooling,COG,Congo,SDS,2040,0.0
Needing both heating and cooling,LSO,Lesotho,SDS,2040,91.0
Needing both heating and cooling,NPL,Nepal,SDS,2040,10.2
Needing both heating and cooling,ERI,Eritrea,SDS,2040,0.0
Needing both heating and cooling,AND,Andorra,SDS,2040,0.0
Needing both heating and cooling,LIE,Liechtenstein,SDS,2040,0.0
Needing both heating and cooling,PYF,French Polynesia,SDS,2040,0.0
Needing both heating and cooling,MDA,Moldova,SDS,2040,100.0
Needing both heating and cooling,TUR,Turkey,SDS,2040,93.6
Needing both heating and cooling,CRI,Costa Rica,SDS,2040,0.0
Needing both heating and cooling,CYP,Cyprus,SDS,2040,0.0
Needing both heating and cooling,ABCD-PSE,West Bank and Gaza Strip,SDS,2040,0.0
Needing both heating and cooling,EST,Estonia,SDS,2040,0.0
Needing both heating and cooling,TLS,Timor-Leste,SDS,2040,0.0
Needing both heating and cooling,SLB,Solomon Islands,SDS,2040,0.0
Needing both heating and cooling,HTI,Haiti,SDS,2040,0.0
Needing both heating and cooling,MEX,Mexico,SDS,2040,11.7
Needing both heating and cooling,USA,United States,SDS,2040,78.6
Needing both heating and cooling,SXM,Sint Maarten,SDS,2040,0.0
Needing both heating and cooling,ISR,Israel,SDS,2040,3.0
Needing both heating and cooling,SOM,Somalia,SDS,2040,0.0
Needing both heating and cooling,BRB,Barbados,SDS,2040,0.0
Needing both heating and cooling,BEL,Belgium,SDS,2040,99.5
Needing both heating and cooling,UKR,Ukraine,SDS,2040,99.2
Needing both heating and cooling,FSM,Micronesia,SDS,2040,0.0
Needing both heating and cooling,MYT,Mayotte,SDS,2040,0.0
Needing both heating and cooling,COM,Comoros,SDS,2040,0.0
Needing both heating and cooling,VEN,Venezuela,SDS,2040,0.3
Needing both heating and cooling,TUN,Tunisia,SDS,2040,18.8
Needing both heating and cooling,HUN,Hungary,SDS,2040,100.0
Needing both heating and cooling,SYR,Syrian Arab Republic,SDS,2040,78.3
Needing both heating and cooling,ESP,Spain,SDS,2040,77.0
Needing both heating and cooling,THA,Thailand,SDS,2040,0.0
Needing both heating and cooling,BEN,Benin,SDS,2040,0.0
Needing both heating and cooling,CHN,Hong Kong (China),SDS,2040,0.0
Needing both heating and cooling,CYM,Cayman Islands,SDS,2040,0.0
Needing both heating and cooling,KAZ,Kazakhstan,SDS,2040,88.3
Needing both heating and cooling,PRI,Puerto Rico,SDS,2040,0.0
Needing both heating and cooling,BWA,Botswana,SDS,2040,0.0
Needing both heating and cooling,PRT,Portugal,SDS,2040,63.7
Needing both heating and cooling,KOR,Korea,SDS,2040,100.0
Needing both heating and cooling,GRL,Greenland,SDS,2040,0.0
Needing both heating and cooling,CHN,Chinese Taipei,SDS,2040,0.0
Needing both heating and cooling,GGY,Guernsey,SDS,2040,0.0
Needing both heating and cooling,BGD,Bangladesh,SDS,2040,0.0
Needing both heating and cooling,SGP,Singapore,SDS,2040,0.0
Needing both heating and cooling,BLM,Saint Barth̩lemy,SDS,2040,0.0
Needing both heating and cooling,JEY,Jersey,SDS,2040,0.0
Needing both heating and cooling,TCD,Chad,SDS,2040,0.0
Needing both heating and cooling,NFK,Norfolk Island,SDS,2040,0.0
Needing both heating and cooling,ABCDE,Japan-Russia,SDS,2040,0.0
Needing both heating and cooling,CHN,Macau (China),SDS,2040,0.0
Needing both heating and cooling,HMD,Heard Island and McDonald Islands,SDS,2040,0.0
Needing both heating and cooling,GMB,Gambia,SDS,2040,0.0
Needing both heating and cooling,PAN,Panama,SDS,2040,0.0
Needing both heating and cooling,EGY,Egypt,SDS,2040,0.0
Needing both heating and cooling,ABW,Aruba,SDS,2040,0.0
Needing both heating and cooling,NIC,Nicaragua,SDS,2040,0.0
Needing both heating and cooling,AGO,Angola,SDS,2040,0.0
Needing both heating and cooling,BDI,Burundi,SDS,2040,0.0
Needing both heating and cooling,COD,Democratic Republic of the Congo,SDS,2040,0.0
Needing both heating and cooling,VGB,British Virgin Islands,SDS,2040,0.0
Needing both heating and cooling,BRA,Brazil,SDS,2040,0.0
Needing both heating and cooling,COK,Cook Islands,SDS,2040,0.0
Needing both heating and cooling,DZA,Algeria,SDS,2040,62.0
Needing both heating and cooling,QAT,Qatar,SDS,2040,0.0
Needing both heating and cooling,MKD,North Macedonia,SDS,2040,100.0
Needing both heating and cooling,BGR,Bulgaria,SDS,2040,99.3
Needing both heating and cooling,KIR,Kiribati,SDS,2040,0.0
Needing both heating and cooling,CAN,Canada,SDS,2040,58.6
Needing both heating and cooling,MYS,Malaysia,SDS,2040,0.0
Needing both heating and cooling,LBR,Liberia,SDS,2040,0.0
Needing both heating and cooling,SGS,South Georgia and the South Sandwich Isla,SDS,2040,0.0
Needing both heating and cooling,TJK,Tajikistan,SDS,2040,81.3
Needing both heating and cooling,AFG,Afghanistan,SDS,2040,87.8
Needing both heating and cooling,CMR,Cameroon,SDS,2040,0.0
Needing both heating and cooling,WSM,Samoa,SDS,2040,0.0
Needing both heating and cooling,REU,R̩union,SDS,2040,0.0
Needing both heating and cooling,ARE,United Arab Emirates,SDS,2040,0.0
Needing both heating and cooling,MDV,Maldives,SDS,2040,0.0
Needing both heating and cooling,GIN,Guinea,SDS,2040,0.0
Needing both heating and cooling,MWI,Malawi,SDS,2040,0.0
Needing both heating and cooling,PRY,Paraguay,SDS,2040,0.0
Needing both heating and cooling,BHS,Bahamas,SDS,2040,0.0
Needing both heating and cooling,GBR,United Kingdom,SDS,2040,28.9
Needing both heating and cooling,BMU,Bermuda,SDS,2040,0.0
Needing both heating and cooling,MNP,Northern Mariana Islands,SDS,2040,0.0
Needing both heating and cooling,GUM,Guam,SDS,2040,0.0
Needing both heating and cooling,UZB,Uzbekistan,SDS,2040,98.5
Needing both heating and cooling,OMN,Oman,SDS,2040,0.0
Needing both heating and cooling,GUF,French Guiana,SDS,2040,0.0
Needing both heating and cooling,ATF,French Southern and Antarctic Lands,SDS,2040,0.0
Needing both heating and cooling,SHN,Saint Helena,SDS,2040,0.0
Needing both heating and cooling,ARG,Argentina,SDS,2040,25.2
Needing both heating and cooling,BIH,Bosnia and Herzegovina,SDS,2040,100.0
Needing both heating and cooling,MOZ,Mozambique,SDS,2040,0.0
Needing both heating and cooling,CHL,Chile,SDS,2040,74.3
Needing both heating and cooling,MAR,Morocco,SDS,2040,20.9
Needing both heating and cooling,GTM,Guatemala,SDS,2040,0.0
Needing both heating and cooling,IOT,British Indian Ocean Territory,SDS,2040,0.0
Needing both heating and cooling,PHL,Philippines,SDS,2040,0.0
Needing both heating and cooling,PRK,Democratic People's Republic of Korea,SDS,2040,94.6
Needing both heating and cooling,ZWE,Zimbabwe,SDS,2040,0.0
Needing both heating and cooling,NGA,Nigeria,SDS,2040,0.0
Needing both heating and cooling,MCO,Monaco,SDS,2040,0.0
Needing both heating and cooling,MNG,Mongolia,SDS,2040,30.7
Needing both heating and cooling,KEN,Kenya,SDS,2040,0.2
Needing both heating and cooling,CUW,Cura̤ao,SDS,2040,0.0
Needing both heating and cooling,GLP,Guadeloupe,SDS,2040,0.0
Needing both heating and cooling,NOR,Norway,SDS,2040,0.0
Needing both heating and cooling,MNE,Montenegro,SDS,2040,62.8
Needing both heating and cooling,STP,Sao Tome and Principe,SDS,2040,0.0
Needing both heating and cooling,BOL,Bolivia,SDS,2040,12.1
Needing both heating and cooling,BRN,Brunei Darussalam,SDS,2040,0.0
Needing both heating and cooling,BHR,Bahrain,SDS,2040,0.0
Needing both heating and cooling,CXR,Christmas Island,SDS,2040,0.0
Needing both heating and cooling,TKM,Turkmenistan,SDS,2040,100.0
Needing both heating and cooling,MMR,Myanmar,SDS,2040,0.2
Needing both heating and cooling,NZL,New Zealand,SDS,2040,57.5
Needing both heating and cooling,UGA,Uganda,SDS,2040,0.0
Needing both heating and cooling,ECU,Ecuador,SDS,2040,16.5
Needing both heating and cooling,PCN,Pitcairn,SDS,2040,0.0
Needing both heating and cooling,SUR,Suriname,SDS,2040,0.0
Needing both heating and cooling,MHL,Marshall Islands,SDS,2040,0.0
Needing both heating and cooling,SYC,Seychelles,SDS,2040,0.0
Needing both heating and cooling,YEM,Yemen,SDS,2040,0.0
Needing both heating and cooling,COL,Colombia,SDS,2040,16.3
Needing both heating and cooling,ROU,Romania,SDS,2040,96.0
Needing both heating and cooling,SSD,South Sudan,SDS,2040,0.0
Needing both heating and cooling,PER,Peru,SDS,2040,6.5
Needing both heating and cooling,MTQ,Martinique,SDS,2040,0.0
Needing both heating and cooling,IRL,Ireland,SDS,2040,0.0
Needing both heating and cooling,RWA,Rwanda,SDS,2040,0.0
Needing both heating and cooling,AIA,Anguilla,SDS,2040,0.0
Needing both heating and cooling,GEO,Georgia,SDS,2040,93.1
Needing both heating and cooling,NLD,Netherlands,SDS,2040,100.0
Needing both heating and cooling,IMN,Isle of Man,SDS,2040,0.0
Needing both heating and cooling,ALB,Albania,SDS,2040,98.3
Needing both heating and cooling,ASM,American Samoa,SDS,2040,0.0
Needing both heating and cooling,SJM,Svalbard and Jan Mayen,SDS,2040,0.0
Needing both heating and cooling,FJI,Fiji,SDS,2040,0.0
Needing both heating and cooling,VUT,Vanuatu,SDS,2040,0.0
Needing both heating and cooling,ISL,Iceland,SDS,2040,0.0
Needing both heating and cooling,SWZ,Eswatini,SDS,2040,0.0
Needing both heating and cooling,MLT,Malta,SDS,2040,0.0
Needing both heating and cooling,TTO,Trinidad and Tobago,SDS,2040,0.0
Needing both heating and cooling,CAF,Central African Republic,SDS,2040,0.0
Needing both heating and cooling,SPM,Saint Pierre and  Miquelon,SDS,2040,0.0
Needing both heating and cooling,CIV,C̫te d'Ivoire,SDS,2040,0.0
Needing both heating and cooling,MRT,Mauritania,SDS,2040,0.0
Needing both heating and cooling,LAO,Lao People's Democratic Republic,SDS,2040,0.0
Needing both heating and cooling,BLR,Belarus,SDS,2040,89.9
Needing both heating and cooling,ESH,Western Sahara,SDS,2040,0.0
Needing both heating and cooling,POL,Poland,SDS,2040,98.9
Needing both heating and cooling,LUX,Luxembourg,SDS,2040,91.8
Needing both heating and cooling,IRN,Iran,SDS,2040,85.4
Needing both heating and cooling,SRB,Serbia,SDS,2040,100.0
Needing both heating and cooling,PNG,Papua New Guinea,SDS,2040,0.0
Needing both heating and cooling,DOM,Dominican Republic,SDS,2040,0.0
Needing both heating and cooling,WLF,Wallis and Futuna,STEPS,2040,0.0
Needing both heating and cooling,MSR,Montserrat,STEPS,2040,0.0
Needing both heating and cooling,MLI,Mali,STEPS,2040,0.0
Needing both heating and cooling,CUB,Cuba,STEPS,2040,0.0
Needing both heating and cooling,TGO,Togo,STEPS,2040,0.0
Needing both heating and cooling,UMI,United States Minor Outlying Islands,STEPS,2040,0.0
Needing both heating and cooling,BTN,Bhutan,STEPS,2040,18.1
Needing both heating and cooling,XKX,Kosovo,STEPS,2040,100.0
Needing both heating and cooling,NCL,New Caledonia,STEPS,2040,0.0
Needing both heating and cooling,BES,Sint Maarten,STEPS,2040,0.0
Needing both heating and cooling,JOR,Jordan,STEPS,2040,33.3
Needing both heating and cooling,VIR,United States Virgin Islands,STEPS,2040,0.0
Needing both heating and cooling,ZMB,Zambia,STEPS,2040,0.0
Needing both heating and cooling,GUY,Guyana,STEPS,2040,0.0
Needing both heating and cooling,KNA,Saint Kitts and Nevis,STEPS,2040,0.0
Needing both heating and cooling,SVK,Slovak Republic,STEPS,2040,92.6
Needing both heating and cooling,GAB,Gabon,STEPS,2040,0.0
Needing both heating and cooling,GRC,Greece,STEPS,2040,77.7
Needing both heating and cooling,GHA,Ghana,STEPS,2040,0.0
Needing both heating and cooling,JPN,Japan,STEPS,2040,98.3
Needing both heating and cooling,MDG,Madagascar,STEPS,2040,0.0
Needing both heating and cooling,NER,Niger,STEPS,2040,0.0
Needing both heating and cooling,DMA,Dominica,STEPS,2040,0.0
Needing both heating and cooling,JAM,Jamaica,STEPS,2040,0.0
Needing both heating and cooling,KHM,Cambodia,STEPS,2040,0.0
Needing both heating and cooling,LBN,Lebanon,STEPS,2040,0.0
Needing both heating and cooling,CZE,Czech Republic,STEPS,2040,100.0
Needing both heating and cooling,GRD,Grenada,STEPS,2040,0.0
Needing both heating and cooling,TON,Tonga,STEPS,2040,0.0
Needing both heating and cooling,MUS,Mauritius,STEPS,2040,0.0
Needing both heating and cooling,MAF,Saint Martin,STEPS,2040,0.0
Needing both heating and cooling,ABCD,ABCD,STEPS,2040,0.0
Needing both heating and cooling,HRV,Croatia,STEPS,2040,100.0
Needing both heating and cooling,SVN,Slovenia,STEPS,2040,100.0
Needing both heating and cooling,IDN,Indonesia,STEPS,2040,0.0
Needing both heating and cooling,ETH,Ethiopia,STEPS,2040,1.9
Needing both heating and cooling,DEU,Germany,STEPS,2040,99.2
Needing both heating and cooling,NIU,Niue,STEPS,2040,0.0
Needing both heating and cooling,PAK,Pakistan,STEPS,2040,6.6
Needing both heating and cooling,PLW,Palau,STEPS,2040,0.0
Needing both heating and cooling,FRO,Faroe Islands,STEPS,2040,0.0
Needing both heating and cooling,LCA,Saint Lucia,STEPS,2040,0.0
Needing both heating and cooling,SDN,Sudan,STEPS,2040,0.0
Needing both heating and cooling,SWE,Sweden,STEPS,2040,4.7
Needing both heating and cooling,LTU,Lithuania,STEPS,2040,99.1
Needing both heating and cooling,LKA,Sri Lanka,STEPS,2040,0.0
Needing both heating and cooling,KGZ,Kyrgyzstan,STEPS,2040,59.3
Needing both heating and cooling,URY,Uruguay,STEPS,2040,1.0
Needing both heating and cooling,ZAF,South Africa,STEPS,2040,4.6
Needing both heating and cooling,LVA,Latvia,STEPS,2040,72.7
Needing both heating and cooling,TKL,Tokelau,STEPS,2040,0.0
Needing both heating and cooling,NAM,Namibia,STEPS,2040,0.0
Needing both heating and cooling,LBY,Libya,STEPS,2040,1.0
Needing both heating and cooling,AUS,Australia,STEPS,2040,41.5
Needing both heating and cooling,SLE,Sierra Leone,STEPS,2040,0.0
Needing both heating and cooling,GNB,Guinea-Bissau,STEPS,2040,0.0
Needing both heating and cooling,ITA,Italy,STEPS,2040,91.4
Needing both heating and cooling,SAU,Saudi Arabia,STEPS,2040,0.1
Needing both heating and cooling,TCA,Turks and Caicos Islands,STEPS,2040,0.0
Needing both heating and cooling,DJI,Djibouti,STEPS,2040,0.0
Needing both heating and cooling,HND,Honduras,STEPS,2040,0.0
Needing both heating and cooling,BVT,Bouvet Island,STEPS,2040,0.0
Needing both heating and cooling,BFA,Burkina Faso,STEPS,2040,0.0
Needing both heating and cooling,SEN,Senegal,STEPS,2040,0.0
Needing both heating and cooling,VCT,Saint Vincent and the Grenadines,STEPS,2040,0.0
Needing both heating and cooling,CHE,Switzerland,STEPS,2040,79.5
Needing both heating and cooling,NRU,Nauru,STEPS,2040,0.0
Needing both heating and cooling,TUV,Tuvalu,STEPS,2040,0.0
Needing both heating and cooling,BLZ,Belize,STEPS,2040,0.0
Needing both heating and cooling,SLV,El Salvador,STEPS,2040,0.0
Needing both heating and cooling,SMR,San Marino,STEPS,2040,0.0
Needing both heating and cooling,KWT,Kuwait,STEPS,2040,0.0
Needing both heating and cooling,IRQ,Iraq,STEPS,2040,13.8
Needing both heating and cooling,AUT,Austria,STEPS,2040,82.8
Needing both heating and cooling,ATG,Antigua and Barbuda,STEPS,2040,0.0
Needing both heating and cooling,VNM,Viet Nam,STEPS,2040,0.0
Needing both heating and cooling,TZA,Tanzania,STEPS,2040,0.0
Needing both heating and cooling,DNK,Denmark,STEPS,2040,50.4
Needing both heating and cooling,CPV,Cabo Verde,STEPS,2040,0.0
Needing both heating and cooling,GNQ,Equatorial Guinea,STEPS,2040,0.0
Needing both heating and cooling,COG,Congo,STEPS,2040,0.0
Needing both heating and cooling,LSO,Lesotho,STEPS,2040,94.0
Needing both heating and cooling,NPL,Nepal,STEPS,2040,10.2
Needing both heating and cooling,ERI,Eritrea,STEPS,2040,0.0
Needing both heating and cooling,AND,Andorra,STEPS,2040,0.0
Needing both heating and cooling,LIE,Liechtenstein,STEPS,2040,0.0
Needing both heating and cooling,PYF,French Polynesia,STEPS,2040,0.0
Needing both heating and cooling,MDA,Moldova,STEPS,2040,100.0
Needing both heating and cooling,TUR,Turkey,STEPS,2040,94.2
Needing both heating and cooling,CRI,Costa Rica,STEPS,2040,0.0
Needing both heating and cooling,CYP,Cyprus,STEPS,2040,0.0
Needing both heating and cooling,ABCD-PSE,West Bank and Gaza Strip,STEPS,2040,0.0
Needing both heating and cooling,EST,Estonia,STEPS,2040,0.0
Needing both heating and cooling,TLS,Timor-Leste,STEPS,2040,0.0
Needing both heating and cooling,SLB,Solomon Islands,STEPS,2040,0.0
Needing both heating and cooling,HTI,Haiti,STEPS,2040,0.0
Needing both heating and cooling,MEX,Mexico,STEPS,2040,10.6
Needing both heating and cooling,USA,United States,STEPS,2040,76.8
Needing both heating and cooling,SXM,Sint Maarten,STEPS,2040,0.0
Needing both heating and cooling,ISR,Israel,STEPS,2040,3.0
Needing both heating and cooling,SOM,Somalia,STEPS,2040,0.0
Needing both heating and cooling,BRB,Barbados,STEPS,2040,0.0
Needing both heating and cooling,BEL,Belgium,STEPS,2040,99.8
Needing both heating and cooling,UKR,Ukraine,STEPS,2040,99.4
Needing both heating and cooling,FSM,Micronesia,STEPS,2040,0.0
Needing both heating and cooling,MYT,Mayotte,STEPS,2040,0.0
Needing both heating and cooling,COM,Comoros,STEPS,2040,0.0
Needing both heating and cooling,VEN,Venezuela,STEPS,2040,0.3
Needing both heating and cooling,TUN,Tunisia,STEPS,2040,17.2
Needing both heating and cooling,HUN,Hungary,STEPS,2040,100.0
Needing both heating and cooling,SYR,Syrian Arab Republic,STEPS,2040,68.8
Needing both heating and cooling,ESP,Spain,STEPS,2040,76.6
Needing both heating and cooling,THA,Thailand,STEPS,2040,0.0
Needing both heating and cooling,BEN,Benin,STEPS,2040,0.0
Needing both heating and cooling,CHN,Hong Kong (China),STEPS,2040,0.0
Needing both heating and cooling,CYM,Cayman Islands,STEPS,2040,0.0
Needing both heating and cooling,KAZ,Kazakhstan,STEPS,2040,90.1
Needing both heating and cooling,PRI,Puerto Rico,STEPS,2040,0.0
Needing both heating and cooling,BWA,Botswana,STEPS,2040,0.0
Needing both heating and cooling,PRT,Portugal,STEPS,2040,63.5
Needing both heating and cooling,KOR,Korea,STEPS,2040,100.0
Needing both heating and cooling,GRL,Greenland,STEPS,2040,0.0
Needing both heating and cooling,CHN,Chinese Taipei,STEPS,2040,0.0
Needing both heating and cooling,GGY,Guernsey,STEPS,2040,0.0
Needing both heating and cooling,BGD,Bangladesh,STEPS,2040,0.0
Needing both heating and cooling,SGP,Singapore,STEPS,2040,0.0
Needing both heating and cooling,BLM,Saint Barth̩lemy,STEPS,2040,0.0
Needing both heating and cooling,JEY,Jersey,STEPS,2040,0.0
Needing both heating and cooling,TCD,Chad,STEPS,2040,0.0
Needing both heating and cooling,NFK,Norfolk Island,STEPS,2040,0.0
Needing both heating and cooling,ABCDE,Japan-Russia,STEPS,2040,0.0
Needing both heating and cooling,CHN,Macau (China),STEPS,2040,0.0
Needing both heating and cooling,HMD,Heard Island and McDonald Islands,STEPS,2040,0.0
Needing both heating and cooling,GMB,Gambia,STEPS,2040,0.0
Needing both heating and cooling,PAN,Panama,STEPS,2040,0.0
Needing both heating and cooling,EGY,Egypt,STEPS,2040,0.0
Needing both heating and cooling,ABW,Aruba,STEPS,2040,0.0
Needing both heating and cooling,NIC,Nicaragua,STEPS,2040,0.0
Needing both heating and cooling,AGO,Angola,STEPS,2040,0.0
Needing both heating and cooling,BDI,Burundi,STEPS,2040,0.0
Needing both heating and cooling,COD,Democratic Republic of the Congo,STEPS,2040,0.0
Needing both heating and cooling,VGB,British Virgin Islands,STEPS,2040,0.0
Needing both heating and cooling,BRA,Brazil,STEPS,2040,0.0
Needing both heating and cooling,COK,Cook Islands,STEPS,2040,0.0
Needing both heating and cooling,DZA,Algeria,STEPS,2040,61.4
Needing both heating and cooling,QAT,Qatar,STEPS,2040,0.0
Needing both heating and cooling,MKD,North Macedonia,STEPS,2040,100.0
Needing both heating and cooling,BGR,Bulgaria,STEPS,2040,99.4
Needing both heating and cooling,KIR,Kiribati,STEPS,2040,0.0
Needing both heating and cooling,CAN,Canada,STEPS,2040,62.5
Needing both heating and cooling,MYS,Malaysia,STEPS,2040,0.0
Needing both heating and cooling,LBR,Liberia,STEPS,2040,0.0
Needing both heating and cooling,SGS,South Georgia and the South Sandwich Isla,STEPS,2040,0.0
Needing both heating and cooling,TJK,Tajikistan,STEPS,2040,81.4
Needing both heating and cooling,AFG,Afghanistan,STEPS,2040,88.2
Needing both heating and cooling,CMR,Cameroon,STEPS,2040,0.0
Needing both heating and cooling,WSM,Samoa,STEPS,2040,0.0
Needing both heating and cooling,REU,R̩union,STEPS,2040,0.0
Needing both heating and cooling,ARE,United Arab Emirates,STEPS,2040,0.0
Needing both heating and cooling,MDV,Maldives,STEPS,2040,0.0
Needing both heating and cooling,GIN,Guinea,STEPS,2040,0.0
Needing both heating and cooling,MWI,Malawi,STEPS,2040,0.0
Needing both heating and cooling,PRY,Paraguay,STEPS,2040,0.0
Needing both heating and cooling,BHS,Bahamas,STEPS,2040,0.0
Needing both heating and cooling,GBR,United Kingdom,STEPS,2040,35.5
Needing both heating and cooling,BMU,Bermuda,STEPS,2040,0.0
Needing both heating and cooling,MNP,Northern Mariana Islands,STEPS,2040,0.0
Needing both heating and cooling,GUM,Guam,STEPS,2040,0.0
Needing both heating and cooling,UZB,Uzbekistan,STEPS,2040,98.5
Needing both heating and cooling,OMN,Oman,STEPS,2040,0.0
Needing both heating and cooling,GUF,French Guiana,STEPS,2040,0.0
Needing both heating and cooling,ATF,French Southern and Antarctic Lands,STEPS,2040,0.0
Needing both heating and cooling,SHN,Saint Helena,STEPS,2040,0.0
Needing both heating and cooling,ARG,Argentina,STEPS,2040,18.7
Needing both heating and cooling,BIH,Bosnia and Herzegovina,STEPS,2040,100.0
Needing both heating and cooling,MOZ,Mozambique,STEPS,2040,0.0
Needing both heating and cooling,CHL,Chile,STEPS,2040,74.9
Needing both heating and cooling,MAR,Morocco,STEPS,2040,20.2
Needing both heating and cooling,GTM,Guatemala,STEPS,2040,0.0
Needing both heating and cooling,IOT,British Indian Ocean Territory,STEPS,2040,0.0
Needing both heating and cooling,PHL,Philippines,STEPS,2040,0.0
Needing both heating and cooling,PRK,Democratic People's Republic of Korea,STEPS,2040,95.4
Needing both heating and cooling,ZWE,Zimbabwe,STEPS,2040,0.0
Needing both heating and cooling,NGA,Nigeria,STEPS,2040,0.0
Needing both heating and cooling,MCO,Monaco,STEPS,2040,0.0
Needing both heating and cooling,MNG,Mongolia,STEPS,2040,35.0
Needing both heating and cooling,KEN,Kenya,STEPS,2040,0.2
Needing both heating and cooling,CUW,Cura̤ao,STEPS,2040,0.0
Needing both heating and cooling,GLP,Guadeloupe,STEPS,2040,0.0
Needing both heating and cooling,NOR,Norway,STEPS,2040,0.0
Needing both heating and cooling,MNE,Montenegro,STEPS,2040,77.5
Needing both heating and cooling,STP,Sao Tome and Principe,STEPS,2040,0.0
