country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Saint Lucia,1044440,980223.6,1057964,997060.25,938620.3,970789.5,940569.5,925797.1,1007083.94,987494.6,964304.75,1042409.8,974283.94,1107835,1009034.44,1018656.5,1074887.5,967826.25,1085470.1,1051901.2,1041001.56,1119004.9,1097502.1,918133.6,705762.9,931966.1,1057521.5,1019991.1,1028724.2,910985.3
Saint Vincent and the Grenadines,1042733.75,949095.5,1014933.25,1012230.56,911572.25,918159.94,958572,899576.2,990002.7,998272.8,1051135.1,1028226.25,977229.56,1090814.1,1025315.3,1020711.06,1081427.8,1008203.56,1045507.7,989146.56,1030209.56,1131278.1,1009656.06,956605.06,779261.94,922698.56,1115090.9,1055517.6,1087654.4,930864.7
Samoa,921051.8,713442,687798.44,939943.3,917906.25,824496,925083.94,909144.94,924997.9,865320.25,946783.75,976767.56,830996.44,733261.6,565180.7,619636.25,749717.25,864532.3,806327.5,796909.2,747481.75,789074.56,764444.06,724300.7,692520.25,757182.06,767425.25,745415,773289.25,805333.6
Sao Tome and Principe,998208.7,1008332.3,880772.06,892459.7,549496.7,975432.9,1029982.75,797503.44,1024311.5,980996.8,507460.4,918233.8,646469.9,279642.8,908381.94,932054.6,952414.8,676261.06,926903.1,128759.945,901761.4,873678.1,941343,651206.8,941818.3,798406.1,904041.1,863950.5,788411.25,801495.94
Saudi Arabia,1032393.25,1037956.6,1061631.6,1044673.7,1000217.2,1021537.3,981235.56,986560.3,1007463,1037379,1029036.56,994852.2,1000630.7,1120359.6,1097368.8,1080292.4,1105235.4,1106409.8,1139843.5,1138047.9,1127814.9,1148207.4,1156138.6,1166534.1,1160304.8,1088210.4,1039092.1,1100985.8,1125476.2,1133170.5
Senegal,1063012.2,1003005.1,925830.56,983001.56,1046573.25,1064602,1070683,1013559.44,1102301.5,1104457.9,1113445.8,1132627.4,1157652.4,1149954.4,1135883.1,1136548.2,1128524.5,1097890.9,1049092.5,1121695,1121613.5,1119920.9,1118331,1124579.9,1126408.4,1106487.6,1073236.2,1062338,1113774.9,1119711.1
Serbia,900269.44,871471.8,782708.2,823012.8,547397.8,729051.6,807156.6,566760.5,418112.94,742355.3,545480.1,418249.16,334009.1,492035.84,600228.44,904469.94,821023.9,736597.3,885613.94,930161.1,1011458.06,1005613.3,638225.7,932220.8,962099.5,999590.4,542572.5,846193.9,707028.7,633150.56
Seychelles,974379.06,994951.7,997104.7,1035421.2,1000773.3,1022248.7,858628,777615.06,907107.75,980414.06,1039992.7,985535.44,899100.2,892671.3,812796.3,977410.25,931050.7,677577.8,723237.06,647274.3,918501.94,983658.7,942592.7,1008526.3,893440,929395.56,923981.7,955995.06,861596.2,929863.3
Sierra Leone,670673.2,457742.2,618054,927572.2,901670.25,772800,782185.6,761143.3,802214.75,859280.75,891259.5,807795.1,914319.2,978041.06,811523.56,845775.56,650755.5,859548.8,722744.25,759051.9,805841.75,883570.44,1037881.4,1061146.2,1055957,925744.1,786952.4,778725.1,735981.75,503291.47
Singapore,557407.25,721664.06,420480.3,871957.8,795456.06,1013338.44,1050798.6,957781.44,801570.4,772307.75,561478.06,451792.03,722327.44,626042.4,958922.1,934084.6,906802.6,903979.4,913417.56,581314.75,731612.6,745276.1,605093.6,544423.5,699318.75,308083.28,473679.16,456987.2,874433.6,759965.5
Slovak Republic,734137.25,809097.1,731905.56,762983.56,715660.9,408520.28,515959.47,742985.94,665549.6,565027.2,546078.4,431600.75,396255.9,696903.25,943576.44,974062.4,547013.4,820482.56,983502.1,991771.44,908189.9,720820.56,546310.1,611657.1,940835.3,931290.75,429694.2,330376.56,357111,530699.6
Slovenia,843057.94,776666.56,718255.75,613765.94,180815,319957.38,629069,548723.56,474074.72,387888.44,160044.97,399502.62,571611.7,323462.44,794834.06,951321.5,973359.3,823715.5,891586.94,1033127,1026920.1,1013034.2,235247.42,658460.94,899729.8,706941.5,719341.44,517315.06,486255.94,464872.8
Solomon Islands,693242.2,477922.88,792678.25,854636.7,689027.8,714133.94,767912.9,729321.7,588343.5,524970.3,686976.2,784224.8,655847.8,677911.5,751296.2,697533.4,519169.16,603656.06,601767.2,635873.9,712332.6,656938.8,691415,770947.5,832886.44,791917.75,691598.94,721057.75,793795.7,740891
Somalia,2127481.5,2195473.3,2170980.2,2136197.4,2163228,2210471.5,2228129.8,2193185.4,2065725.94,2022790.75,2104156.54,2134675.5,2144491.6,2018973.04,1882842.3,1936928.8,1923766.45,1983321.64,1815711.81,1849345.2,1831817.16,1705703.75,1608217.95,1688561.6,1902189.19,1927903.1,1950873.26,2026850.15,2119690.6,2030911.8
South Africa,830638.25,718082,727659.5,747545.1,577686.3,624970.8,725283.44,691257,771166.94,735874.44,700048.5,710400.75,732966.7,702747.75,727983.2,776998.25,701507,755670.9,757278.44,699708.44,543214.6,397714.53,404210.72,574061.2,694650.9,753367.3,729407.94,699375.56,715412.4,709834.5
South Georgia and the South Sandwich Isla,370159.66,450888.2,172469.05,343082.53,276381.66,261476.45,358865.06,371872.56,425125.12,419595.62,305655.3,340555.38,265599.47,176961.67,153277.95,301928.22,68285.65,259250,288442.28,319292.12,318380.97,240064.72,274401.3,119390.58,147098.69,227564.08,94935.45,214733.97,217567.58,70038.56
South Sudan,947589.56,994143.75,1017995.6,1015264.94,1059400.5,984988.3,963127.8,932761.7,866359.44,844460.3,932158.7,845064.2,735454.06,968875.8,976129.5,861343,915931.2,900684.9,965434.3,1004795.75,1028883.4,965169.6,980858.7,946295.5,902230.5,926306.25,872081.9,861911.44,923843.3,805171.44
Spain,623338.06,799421.7,816589.75,895296.25,595420.2,709727.3,651680.56,648628.56,736286.44,777463.2,909380.56,1020161.2,1022424.44,764788.5,842657.75,1002803.44,796733.44,515309.2,611529.6,751433.25,619271.8,716132.1,704026.94,540913.06,777290.7,927276.4,977443.94,1103202.5,1058227.4,1069572.2
Sri Lanka,1050929.8,1037909.25,1076504.6,1067184.4,1060695.2,1003623.2,972281.44,950867.9,923985.3,886241.3,901531.6,1025544.4,980499.94,995662.4,983866.8,904074.9,847641.4,929613.6,919838.94,801264.25,714702.06,826086.2,873804.7,957757.2,894817.1,637546.56,511992.53,719146,687900.2,605840.2
Sudan,1142138.6,1147840.1,1152022.6,1157864.1,1160263.1,1154398.4,1147215.9,1138150.2,1112649.4,1090167.1,1111127.5,1118461.5,1136548.6,1156328.8,1121991.2,1106152,1120074.6,1154276.9,1163967,1125420.6,1181095.5,1201422.4,1208898.6,1204401.4,1190152.6,1172122.9,1161596,1159802.5,1163606.8,1149508.5
Suriname,848570.2,813790.3,797913.5,810558.7,779486,782204.44,535466.9,519285.47,485956.53,392579.12,728197.8,678740.8,792916.3,614170.94,454509.94,466714.22,423253.44,780255.2,696014.4,618061.44,830746.94,746247,329779.62,417657.8,732896.56,878452.9,843212.4,809308.25,823181.5,770739.06
Sweden,535406.9,575615,544130.8,524913.7,514919.2,486975.6,467458.44,557013.25,527096.75,472764.66,657188.7,707824.5,697348.2,730892.7,781458.94,750824.3,785869.8,817827.6,683167.25,811235.25,626450.75,735832.8,871932.9,853124.8,798924,816196.5,750150.8,825984.2,875435.2,831454.94
Switzerland,848704.9,765486.56,445365.22,216276.9,856318.2,747217.6,528134.6,696896.2,683998.6,572933.6,387015.75,645114.5,644047,614474.94,1010509.6,720156.8,861986.4,915506.75,937933.06,1051454.6,1022027.8,959352.94,737891.25,695392.4,857325.6,437326.3,580548.25,870976.06,805767.06,692585.1
Syrian Arab Republic,656091.7,777555.6,820456.3,885870.25,714776.1,871218.4,821330.56,901421.5,946584.6,946023.6,958115.2,1061836.5,1090301,1036976.3,875458.56,548257.56,850533.8,958003,802101.1,931623.9,721952.1,966138.06,1073312.9,1134360.4,1129717.6,1131882.2,951723.5,1110327.6,1098889.6,1072884.6
Tajikistan,992295.06,977040.9,960943.5,961469.5,752350.44,993452.94,977971.44,1005429.8,720141.4,889941.9,779124.7,1036409.56,842402.5,1110733.9,898606.75,663983.8,848706.2,1112703,1014483.06,1011151.56,956213.3,960375.06,835943.44,673077.25,824488.25,916675.2,924146.3,1073092.4,895724.56,903725.7
Tanzania,815521.1,811596.8,839575.25,765684.8,894624.44,909910.25,817963.94,655886.06,772544.06,638564.2,757928.2,778834.3,823339.8,751746.2,877476.94,950651.8,963997.9,903747.75,883880.4,836850.25,794931.1,759056.25,684982.25,831811.6,768588.3,565618.1,638847,804541.75,724229.94,632805.1
Thailand,936990.4,872919.6,903154.3,931352.6,963681.56,959767.9,949735,985243.06,1007474.8,1024535.94,1029942.44,996296.7,993950.6,974074.06,916631.9,928639.2,989468.06,995591.3,1008098.94,1037539.8,1019560.4,963641.2,981959.8,1019306.75,993771.3,1011677.25,991075.2,966549.94,1003036.56,958090.8
Timor-Leste,885579.8,789389.25,640701.4,553472.9,874959.2,947913.7,1020859.44,966744.2,954910.6,864993.6,835723.3,781533.3,845509.9,898079.9,951474.5,1024778.5,935024.7,925311.5,919860.9,798504,925175.3,975503.94,934328.44,880119.2,837555.75,901940.6,891069.6,739483.56,515503.25,718536.5
Togo,888045.44,939928.4,923234,953700.9,919885.94,872212.25,656268.7,826357.56,964791.9,928686.25,606785.2,938196.7,612753.44,883930.9,896402.94,967011.56,985020.94,965656.6,914742.5,945541.8,920235.6,936882.75,724043,714407.94,870927.7,814834.5,853751.5,927621.6,940073.7,740336.94
Tonga,863348.3,929191.9,855968.3,844441.5,852766.2,859808,739439.7,649216.4,789636.75,870612.7,868573,838419.06,693167.2,492563.03,405305.56,461338.75,520427.97,620441,640544.75,722647.56,687098.6,623028.1,445996.7,416430.44,451930.25,532073.5,555597.6,520728.38,677145.94,735160.7
Trinidad and Tobago,977877,875656.6,825012.25,985299.8,1061795.1,866646.5,1106555.4,1012479.5,966634.44,1061310.1,1036739.9,1002726.06,1033785.8,1028404.4,946049.7,931589.25,797666.7,799706.8,940025.8,878815.4,952226.7,925131.5,952100,951565.1,820296.25,891636,1015424.8,960627.6,939108.2,1088857.4
Tunisia,604963.75,838457.7,821864.44,767988.25,693068.56,906759.56,972630.7,1042451.2,1004024.7,1001329.9,1036023.44,1029749.9,1012585.5,1109724.8,1099856,1088319.6,1090860.1,1091545,1027627.56,1055236.2,1040888.9,1096227.1,1111444.4,1050615.1,1134158.6,1089542,1104287.9,1155525.8,1126643.5,967121.25
Turkey,711524.1,704375.9,729281.9,783170.2,856566.6,705434.7,697878.44,820223.94,739956.3,690164.44,783888.2,860045.56,870684.94,845584.2,714128.6,519642.8,678233.9,818474.06,751092.25,823845.2,732979.2,829271.75,969520.56,963962.44,1024270.2,938688,956137.06,961486.5,973199.3,1073748.1
Turkmenistan,720997.06,723296.1,849093.56,843646.7,853449.25,858010.2,668357.6,558900.75,661679.44,843691.75,939749.5,955428.44,785401.2,655097.25,460703.6,799766.44,982792.3,927316.1,636214,561772.4,596918.56,708021.8,562184.56,813508.7,922184.56,963270.4,985821.9,1083507.1,975255.75,1029948.2
Uganda,935880.7,917886.94,1012831.5,912238.2,1008076,1018655.94,987927.1,963680,609734.06,788460.75,890651.94,801734.2,819628.75,943132.4,865487.9,879095.56,916628.44,948851,999287.9,893220.94,850799.5,621911.06,887967.4,902088.56,844611.8,569773.44,642508.2,875136.8,880622,839730.9
Ukraine,770755.3,743037.7,730340.06,747227.6,790145.1,812679.2,753137.75,719164.2,654550,711850.6,529206.25,470409.4,432779.97,459223.72,436444.94,274289.25,413913.38,840209,811010.25,827626.9,758172.6,820622.2,883803.7,949369.94,964854.56,931646.44,888563.75,769820,565941.94,521525.5
United Arab Emirates,1063690.5,989950.3,839568.8,994150.1,945055.9,1088382.8,1084711,894834.3,1069016.8,579660.4,747967.94,705132.3,685105.6,1039342.06,1149798,1164706.8,1145940.5,1145800.9,1134578,1125872.6,1098667.2,1051005.4,1054820.4,1153657.8,1174470.6,1179990.4,1092115.2,1127302.2,1147628.8,1153341
United Kingdom,494634.72,514874.1,472761.53,468408.75,466625.25,453663.47,429080.16,610105.25,564976.7,642183.2,614125.4,604970.56,732777.2,563381.1,625189,442830.38,728221.7,734844,890641.8,822564.2,843647.25,949407.94,884465.56,648435.4,665182.2,546550.5,575809.6,527656.25,618886.5,613042.5
United States,799729.1,763308.25,767902.3,705551.2,654413,674752.5,689829.94,726696.25,784256.06,781055.25,763085.6,750365.44,746955.3,766689.25,871383.25,843771.7,768076.44,795491.1,838119.25,857478.5,867873.4,844659.9,830843.8,883100.44,902684.2,939072.6,946968.4,961829.25,863082.25,763259.9
United States Virgin Islands,1014921.56,908632.3,1051828.2,1061209,1020159.56,1094325.9,906467.56,1102815.8,1002679.1,979145.6,904735.9,1037618.9,1082471.9,1087170.1,970967.6,1076424.2,969640.75,1101653.9,1124731.6,1051036.8,1059430.9,1050619.1,1096657.5,1126688.6,1126963.9,1059491,1039931.5,1008470.75,1092128.1,1061892.1
Uruguay,686322,770863.5,699939.94,598283.44,709012.7,676734.6,759385.1,801611.7,800047.2,738569.44,517419.06,550864.9,718167.2,579343.6,402526.8,627259.94,657197.1,575566.06,620191.06,649448.4,658745.2,572635,459123.94,417840.12,271501.9,110147.484,262343.22,417744.8,585389.44,429343
Uzbekistan,857804.1,613585.3,732110.56,841778.06,745233.9,893988.06,631672.8,800960.2,544205.6,847327.3,821639.56,930753.25,864781.2,823295.9,556845.2,590833.1,803885.3,834637.6,673836.06,811270.94,521609.25,805900.9,714441.1,692181.9,885115.1,907395.56,898153.6,955315.56,939848,1000424
Vanuatu,925398.9,894894.25,805881,797071.44,770468.75,724162.7,829329.5,759388.94,634070.6,580945.8,587145.7,523264.28,351552.1,640496.1,855534.3,789034.44,798500.7,819950.9,787734.25,628192.75,604011.5,743215.06,833123.4,797704.4,817116,814807.9,812396.8,712680.6,568252.7,771710.5
Venezuela,886394.3,944940.4,932241.75,895252.9,950064.44,1011300,977309.6,863708.94,844127.44,886972.7,916678.44,837823.4,831754.75,843991.2,821772.7,785200.56,707267.6,599843.3,653521,741431.56,695460.9,742067.8,773689.06,797026.7,520066.06,622241.2,798818.3,901047.7,980902.2,999522.6
Viet Nam,646981.25,732949.4,789886,709148.6,703836,849149.4,887386.44,898255.6,964651.9,974204.5,924494.75,782707.6,831848.9,826603.56,672542.56,706674.56,733927.6,911603.25,1008194.6,1022201.6,1016068.7,990756.4,946645.56,1051621.6,1000920.5,963326.6,873999.94,800696.7,930668.1,867899.9
Western Sahara,1114084.1,1113507.8,1040954.06,1026464.75,1101555.8,1113038.6,1151066.2,1140534.8,1163424.6,1143538.2,1166978.5,1172915.9,1168737.5,1180737.6,1162553.8,1162863.9,1183110.5,1172331.8,1150899.5,1151189.9,1163354.6,1153183.4,1165262.6,1186425.2,1187620.1,1187124.6,1196144.5,1197005.2,1174260.4,1156065.1
Yemen,1107354,1085869.5,1077480.9,1045616.6,944800.75,1004400.6,1107820.1,1108692.8,1114800,1110265.9,1066045.5,1075835,1024589.6,960977.6,1023723.3,1087312.5,1082380.2,1097829.6,1045760.9,1007626.7,1008533.9,1007066.44,1041113.2,1095678.5,1150505.6,1161079,1172351.6,1142092.2,1136177.1,1131736.1
Zambia,974719.25,950386.75,908973.7,939277.06,913997.44,780806.1,797721.56,618439.1,727054.06,807626.75,519963.47,667195.1,687532.75,716283.25,678653.5,784850.75,807296.3,709831.06,727593.9,703184.1,853209.1,845218.9,854314.2,890214.8,922114.1,921059.75,881044.1,808159.25,702634.9,768095.7
Zimbabwe,1027654.8,890960.1,868168.56,977026.4,1017983.9,875310.44,788336.5,791478.5,807181.25,815850.1,541811.5,348266.53,587714.2,651423.44,815512.4,731092.2,746465.2,692183.2,746348.8,867278.44,852541.1,737682.44,685886.4,681392.1,779227.4,846265.25,815501.5,803482.44,813777.94,846471.3
