SECTOR,value,LONGITUDE,LATITUDE
Power,0.241048,3.475,50.78
Power,0.389931,12.69,50.25
Power,0.013382,-25.4,37.79
Power,0.048298,21.27,48.69
Power,0.182559,14.12,50.15
Power,0.05973,16.51,59.58
Power,0.016129,21.19,45.7
Power,0.064605,-6.53,42.83
Power,0.011964,13.42,50.46
Power,0.057958,10.44,43.38
Power,0.010812,15.42,41.65
Power,0.020206,21.73,48.86
Power,0.011698,-25.4,37.79
Power,0.023928,14.38,50.46
Power,0.014445,10.86,45.88
Power,0.023219,15.94,45.8
Refinery,0.187171,23.6,38.03
Refinery,0.048179,22.08,60.44
Refinery,0.059964,14.32,50.25
Refinery,0.044482,13.6,50.56
Refinery,0.344302,25.52,60.31
Refinery,0.05592,14.32,50.25
Refinery,0.355856,25.52,60.31
Refinery,0.049219,13.6,50.56
Refinery,0.317728,25.52,60.31
Refinery,0.017446,15.74,50.03
Refinery,0.056845,11.09,55.65
Refinery,0.019064,15.74,50.03
Refinery,0.128247,27.33,42.54
Refinery,0.720955,19.67,52.58
Refinery,0.045637,22.06,60.45
Refinery,0.132868,18.73,54.34
Refinery,0.161753,23.6,38.03
Refinery,0.228765,23.07,37.92
Refinery,0.227609,23.07,37.92
Refinery,0.047602,22.08,60.44
Refinery,0.088386,28.64,44.34
Refinery,0.024956,-1.18,54.59
Refinery,0.224143,23.07,37.92
Refinery,0.07637,28.64,44.34
Refinery,0.023916,23.51,38.04
Refinery,0.025303,23.51,38.04
Refinery,0.129402,27.33,42.54
Refinery,0.037781,-1.18,54.59
Refinery,0.235697,18.73,54.34
Refinery,0.028422,23.51,38.04
Refinery,0.140956,26.01,44.86
Refinery,0.119004,23.6,70.69
Refinery,0.135179,26.01,44.86
Refinery,0.117848,23.6,70.69
Refinery,0.339681,-2.84,53.27
Refinery,0.038127,10.51,59.32
Refinery,0.041131,10.51,59.32
Refinery,0.19988,-0.25,53.63
Refinery,0.233386,-0.24,53.63
Refinery,0.086769,2.88,48.59
Refinery,0.217211,5.033,60.81
Refinery,0.188326,23.6,38.03
Refinery,0.077179,28.64,44.34
Refinery,0.38243,-2.84,53.27
Refinery,0.034546,-1.18,54.59
Refinery,0.719799,19.67,52.58
Refinery,0.027036,-1.18,54.59
Refinery,0.07302,28.64,44.34
Refinery,0.117848,5.512,59.27
Refinery,0.135179,26.01,44.86
Refinery,0.046331,13.6,50.56
Refinery,0.132868,5.512,59.27
Refinery,0.057307,-1.18,54.59
Refinery,0.129402,26.01,44.86
Refinery,0.03547,22.06,60.45
Refinery,0.166374,5.033,60.81
Refinery,0.189482,5.033,60.81
Refinery,0.123625,5.512,59.27
Refinery,0.338525,-2.84,53.27
Refinery,0.044944,22.87,40.67
Refinery,0.048179,22.87,40.67
Refinery,0.044135,22.87,40.67
Refinery,0.121315,24.93,44.81
Refinery,0.016868,15.74,50.03
Refinery,0.048179,22.87,40.67
Refinery,0.046793,14.32,50.25
Refinery,0.083765,24.93,44.81
Refinery,0.093008,23.6,70.69
Refinery,0.111378,23.6,70.69
Refinery,0.037781,10.51,59.32
Refinery,0.047024,12.32,41.85
Refinery,0.204502,-0.25,53.63
Refinery,0.263426,8.891,45.09
Refinery,0.228765,18.73,54.34
Refinery,0.047486,12.32,41.85
Refinery,0.040323,10.51,59.32
Refinery,0.018833,23.51,38.04
Refinery,0.705935,19.67,52.58
Refinery,0.228765,13.37,43.62
Refinery,0.24494,5.033,60.81
Refinery,0.033275,-3.18,54.1
Refinery,0.032004,13.37,43.62
Refinery,0.455218,0.19,49.51
Refinery,0.064817,10.34,43.58
Refinery,0.016984,1.465,52.85
Refinery,0.038127,22.87,40.67
Refinery,0.217211,23.07,37.92
Refinery,0.107334,8.789,45.43
Refinery,0.217211,15.26,38.2
Refinery,0.083649,12.26,45.46
Refinery,0.192948,15.26,38.2
Refinery,0.231075,13.37,43.62
Refinery,0.128247,8.789,45.43
Refinery,0.218366,15.21,37.13
Refinery,0.02357,8.946,44.57
Refinery,0.032119,8.946,44.57
Refinery,0.225298,23.07,37.92
Refinery,0.023223,8.946,44.57
Refinery,0.228765,-0.24,53.63
Refinery,0.017446,9.967,45.13
Refinery,0.227609,22.17,56.39
Refinery,0.064586,10.34,43.58
Refinery,0.047948,10.34,43.58
Refinery,0.046677,10.82,45.14
Refinery,0.218366,0.524,51.51
Refinery,0.204502,15.26,38.2
Refinery,0.159442,17.19,48.11
Refinery,0.027845,22.87,40.67
Refinery,0.047948,10.82,45.14
Refinery,0.247251,-0.24,53.63
Refinery,0.351234,-1.35,50.83
Refinery,0.041016,10.82,45.14
Refinery,0.187171,22.17,56.39
Refinery,0.35239,14.26,37.05
Refinery,0.179083,5.033,60.81
Refinery,0.283067,0.57,49.48
Refinery,0.128247,14.26,37.05
Refinery,0.388206,14.26,37.05
Refinery,0.378963,14.26,37.05
Refinery,0.180239,15.21,37.13
Refinery,0.213745,15.26,38.2
Refinery,0.131713,18.73,54.34
Refinery,0.131713,8.789,45.43
Refinery,0.131713,8.789,45.43
Refinery,0.711712,19.67,52.58
Refinery,0.255338,8.891,45.1
Refinery,0.168685,1.03,49.38
Refinery,0.149044,-0.25,53.63
Refinery,0.034199,10.51,59.32
Refinery,0.094972,17.18,40.48
Refinery,0.236852,13.37,43.62
Refinery,0.068629,6.952,46.28
Refinery,0.070709,26.07,44.94
Refinery,0.202191,0.512,51.51
Refinery,0.023454,0.113,53.66
Refinery,0.056382,15.17,37.13
Refinery,0.038705,10.51,59.32
Refinery,0.047255,10.34,43.58
Refinery,0.043211,13.6,50.56
Refinery,0.070825,15.17,37.13
Refinery,0.123625,8.789,45.43
Refinery,0.397449,-3.69,56.01
Refinery,0.044482,7.035,47.04
Refinery,0.021028,-3.29,56.09
Refinery,0.153665,15.21,37.13
Refinery,0.044829,-3.67,56
Refinery,0.037088,7.035,47.04
Refinery,0.014327,-1.27,60.46
Refinery,0.202191,15.26,38.2
Refinery,0.03547,7.035,47.04
Refinery,0.08596,-3.3,56.09
Refinery,0.139801,8.789,45.43
Refinery,0.272669,8.891,45.09
Refinery,0.678206,9.018,39.07
Refinery,0.655098,9.018,39.07
Refinery,0.129402,18.73,54.34
Refinery,0.157131,23.6,70.69
Refinery,0.096705,5.16,43.5
Refinery,0.710556,9.018,39.07
Refinery,0.029578,2.36,51.03
Refinery,0.15482,4.85,45.67
Refinery,0.068398,10.34,43.58
Refinery,0.045868,22.06,60.45
Refinery,0.219522,15.19,37.22
Refinery,0.222988,13.37,43.62
Refinery,0.426334,-1.35,50.83
Refinery,0.180239,23.6,38.03
Refinery,0.049681,9.967,45.13
Refinery,0.195259,18.73,54.34
Refinery,0.03859,9.967,45.13
Refinery,0.127091,27.33,42.54
Refinery,0.042633,12.26,45.46
Refinery,0.029462,12.26,45.46
Refinery,0.162908,2.22,51
Refinery,0.196414,15.19,37.22
Refinery,0.053841,14.32,50.25
Refinery,0.340836,25.52,60.31
Refinery,0.708246,19.67,52.58
Refinery,0.110801,17.18,40.48
Refinery,0.023685,8.946,44.57
Refinery,0.142111,5.14,43.38
Refinery,0.144422,5.04,43.38
Refinery,0.046908,22.06,60.45
Refinery,0.338525,25.52,60.31
Refinery,0.680517,9.018,39.07
Refinery,0.039398,22.06,60.45
Refinery,0.085729,15.17,37.13
Refinery,0.091852,4.9,43.45
Refinery,0.044598,10.51,59.32
Refinery,0.030155,8.946,44.57
Refinery,0.052801,12.32,41.85
Refinery,0.222988,0.512,51.51
Refinery,0.0409,10.82,45.14
Refinery,0.249561,8.891,45.09
Refinery,0.121315,17.18,40.48
Refinery,0.665497,9.018,39.07
Refinery,0.040092,-1.84,57.58
Refinery,0.028307,-3.11,58.84
Refinery,0.035239,-3.18,54.1
Refinery,0.338525,-1.35,50.83
Refinery,0.173306,23.6,38.03
Refinery,0.053841,10.34,43.58
Refinery,0.025072,-1.18,54.59
Refinery,0.034084,-1.84,57.58
Refinery,0.2149,-0.24,53.63
Refinery,0.077179,-3.3,56.09
Refinery,0.038012,-1.84,57.58
Refinery,0.018486,-3.29,56.09
Refinery,0.060311,12.26,45.46
Refinery,0.047602,10.81,45.15
Refinery,0.043558,10.82,45.14
Refinery,0.239163,23.07,37.92
Refinery,0.055689,13.37,43.62
Refinery,0.058347,12.26,45.46
Refinery,0.02796,-3.11,58.84
Refinery,0.257649,8.891,45.09
Refinery,0.090928,17.18,40.48
Refinery,0.069785,15.17,37.13
Refinery,0.134024,8.789,45.43
Refinery,0.187171,15.26,38.2
Refinery,0.329282,-2.84,53.27
Refinery,0.308485,8.891,45.09
Refinery,0.212589,15.19,37.22
Refinery,0.210278,15.21,37.13
Refinery,0.047139,10.82,45.14
Refinery,0.209123,15.19,37.22
Refinery,0.189482,0.512,51.51
Refinery,0.047139,10.34,43.58
Refinery,0.218366,15.19,37.22
Refinery,0.226454,13.37,43.62
Refinery,0.085151,15.17,37.13
Refinery,0.212589,15.21,37.13
Refinery,0.227609,15.19,37.22
Refinery,0.320039,25.52,60.29
Refinery,0.101211,15.18,37.17
Refinery,0.182549,15.21,37.13
Refinery,0.197569,15.21,37.13
Refinery,0.380119,-3.69,56.01
Refinery,0.087924,15.17,37.13
Refinery,0.088271,-3.3,56.09
Refinery,0.25996,8.891,45.09
Refinery,0.02461,7.035,47.04
Refinery,0.381274,-3.69,56.01
Refinery,0.018948,-3.29,56.09
Refinery,0.054649,-1.84,57.58
Refinery,0.06886,6.952,46.28
Refinery,0.097398,23.6,70.69
Refinery,0.049797,-3.67,56
Refinery,0.265737,5.033,60.81
Refinery,0.326972,-1.35,50.83
Refinery,0.115075,17.18,40.48
Refinery,0.413625,-1.35,50.83
Refinery,0.077526,6.952,46.28
Refinery,0.026343,-1.18,54.59
Refinery,0.037896,10.51,59.32
Refinery,0.25996,5.033,60.81
Refinery,0.227609,23.07,37.92
Refinery,0.08804,12.26,45.46
Refinery,0.011554,-1.27,60.46
Refinery,0.241474,22.17,56.39
Refinery,0.055227,13.37,43.62
Refinery,0.019295,-3.11,58.84
Refinery,0.036048,-1.84,57.58
Refinery,0.031888,12.32,41.85
Refinery,0.087115,17.18,40.48
Refinery,0.217211,0.512,51.51
Refinery,0.023339,8.946,44.57
Refinery,0.076139,6.952,46.28
Refinery,0.06343,-1.84,57.58
Refinery,0.021721,-1.27,60.46
Refinery,0.017793,-3.29,56.09
Refinery,0.012131,1.462,52.85
Refinery,0.033968,7.035,47.04
Refinery,0.207968,15.26,38.2
Refinery,0.251872,8.891,45.1
Refinery,0.120159,8.789,45.43
Refinery,0.048295,12.32,41.85
Refinery,0.039167,-3.18,54.1
Refinery,0.049681,-3.67,56
Refinery,0.027729,22.87,40.67
Refinery,0.027382,-1.18,54.59
Refinery,0.021952,8.946,44.57
Refinery,0.038243,10.51,59.32
Refinery,0.218366,-0.24,53.63
Refinery,0.028653,-1.84,57.58
Refinery,0.02045,-1.84,57.58
Refinery,0.041131,24.93,44.81
Refinery,0.222988,-0.24,53.63
Refinery,0.040207,-3.67,56
Refinery,0.033275,-1.17,54.62
Refinery,0.345458,-3.68,56.02
Refinery,0.256494,23.07,37.92
Refinery,0.074406,-3.3,56.09
Refinery,0.03339,-1.84,57.58
Refinery,0.276135,27.33,42.54
Refinery,0.302709,27.33,42.54
Refinery,0.246095,14.26,37.05
Refinery,0.035008,-3.67,56
Refinery,0.355856,14.26,37.05
Refinery,0.033737,-1.84,57.58
Refinery,0.027036,-3.11,58.84
Refinery,0.190637,-3.69,56.01
Refinery,0.090928,14.26,37.05
Refinery,0.18486,23.51,38.04
Refinery,0.139801,23.6,38.03
Refinery,0.124781,5.512,59.27
Refinery,0.161753,-0.25,53.63
Refinery,0.077872,-3.3,56.09
Refinery,0.130558,5.512,59.27
Refinery,0.019064,-3.11,58.84
Refinery,0.235697,15.19,37.22
Refinery,0.015251,-3.29,56.09
Refinery,0.080068,-3.3,56.09
Refinery,0.134024,5.512,59.27
Refinery,0.127091,5.512,59.27
Refinery,0.052223,10.34,43.58
Refinery,0.332748,25.52,60.31
Refinery,0.129402,5.512,59.27
Refinery,0.271513,-2.84,53.27
Refinery,0.106988,17.18,40.48
Refinery,0.220677,15.19,37.22
Refinery,0.138645,5.512,59.27
Refinery,0.018024,1.465,52.85
Refinery,0.083072,26.07,44.94
Refinery,0.170996,-3.69,56.01
Refinery,0.13749,5.512,59.27
Refinery,0.2149,15.26,38.2
Refinery,0.03108,-1.84,57.58
Refinery,0.057653,7.71,48.64
Refinery,0.019526,-60.9,14.62
Refinery,0.040323,7.035,47.04
Refinery,0.032928,8.946,44.57
Refinery,0.03755,7.035,47.04
Refinery,0.048064,10.34,43.58
Refinery,0.685138,9.018,39.07
Refinery,0.014211,0.113,53.66
Refinery,0.315418,-2.84,53.27
Refinery,0.172151,-2.07,47.33
Refinery,0.225298,5.033,60.81
Refinery,0.128247,27.33,42.54
Refinery,0.01606,-3.29,56.09
Refinery,0.117848,27.33,42.54
Refinery,0.12247,8.789,45.43
Refinery,0.302709,25.52,60.31
Refinery,0.075446,1.03,49.38
Refinery,0.026574,-1.84,57.58
Refinery,0.284223,0.19,49.51
Refinery,0.02796,2.36,51.03
Refinery,0.059848,11.09,55.65
Refinery,0.045406,9.748,55.58
Refinery,0.049103,9.748,55.58
Refinery,0.012016,1.465,52.85
Refinery,0.222988,0.57,49.48
Refinery,0.134024,4.85,45.67
Refinery,0.054649,14.32,50.25
Refinery,0.191792,-0.25,53.63
Refinery,0.243784,23.07,37.92
Refinery,0.090466,12.26,45.45
Refinery,0.165219,-0.25,53.63
Refinery,0.024263,0.113,53.66
Refinery,0.206812,23.51,38.04
Refinery,0.062044,11.09,55.65
Refinery,0.12247,23.6,70.69
Refinery,0.053147,9.967,45.13
Refinery,0.172151,15.21,37.13
Refinery,0.050721,26.07,44.94
Refinery,0.088848,5.16,43.5
Refinery,0.016406,15.74,50.03
Refinery,0.057191,15.18,37.17
Refinery,0.761393,9.018,39.07
Refinery,0.019641,-1.27,60.46
Refinery,0.149044,-2.07,47.33
Refinery,0.160597,23.6,38.03
Refinery,0.093008,26.07,44.94
Refinery,0.021374,-3.11,58.84
Refinery,0.149044,5.04,43.38
Refinery,0.090235,4.9,43.45
Refinery,0.138645,5.14,43.38
Refinery,0.127091,5.04,43.38
Refinery,0.222988,5.033,60.81
Refinery,0.102251,2.88,48.59
Refinery,0.042287,7.71,48.64
Refinery,0.135179,4.85,45.67
Refinery,0.021606,-60.9,14.62
Refinery,0.16984,17.18,48.11
Refinery,0.450597,0.19,49.51
Refinery,0.090466,28.64,44.34
Refinery,0.065972,4.9,43.45
Refinery,0.034777,22.87,40.67
Refinery,0.157131,5.14,43.38
Refinery,0.062275,11.82,57.71
Refinery,0.250717,0.57,49.48
Refinery,0.117848,26.01,44.86
Refinery,0.151354,-2.07,47.33
Refinery,0.240318,4.296,51.87
Refinery,0.266892,4.296,51.87
Refinery,0.220677,23.51,38.04
Refinery,0.641234,4.335,51.88
Refinery,0.211434,15.26,38.2
Refinery,0.210278,18.73,54.34
Refinery,0.142111,27.33,42.54
Refinery,0.146733,1.03,49.38
Refinery,0.033737,22.06,60.45
Refinery,0.093123,2.88,48.59
Refinery,0.270358,4.107,51.94
Refinery,0.240318,13.37,43.62
Refinery,0.189482,27.33,42.54
Refinery,0.064008,4.165,51.93
Refinery,0.019526,-60.9,14.62
Refinery,0.033968,2.36,51.03
Refinery,0.027729,22.87,40.67
Refinery,0.231075,4.107,51.94
Refinery,0.246095,4.107,51.94
Refinery,0.01294,5.16,43.5
Refinery,0.034777,2.22,51
Refinery,0.059848,4.165,51.93
Refinery,0.254183,4.296,51.87
Refinery,0.124781,2.22,51
Refinery,0.050837,12.32,41.85
Refinery,0.491035,4.335,51.88
Refinery,0.183705,3.727,51.44
Refinery,0.595019,4.335,51.88
Refinery,0.191792,3.727,51.44
Refinery,0.066896,4.165,51.93
Refinery,0.47717,4.335,51.88
Refinery,0.326972,25.52,60.31
Refinery,0.082032,15.17,37.13
Refinery,0.173306,23.6,38.03
Refinery,0.733664,19.67,52.58
Refinery,0.06135,4.165,51.93
Refinery,0.114844,17.18,40.48
Refinery,0.392828,0.19,49.51
Refinery,0.320039,4.107,51.94
Refinery,0.186016,18.73,54.34
Refinery,0.146733,1.03,49.38
Refinery,0.243784,4.107,51.94
Refinery,0.059386,4.165,51.93
Refinery,0.064008,11.09,55.65
Refinery,0.049566,9.748,55.58
Refinery,0.06008,11.09,55.65
Refinery,0.05049,9.748,55.58
Refinery,0.074984,12.26,45.45
Refinery,0.158287,18.89,47.28
Refinery,0.055227,9.967,45.13
Refinery,0.135179,4.85,45.67
Refinery,0.405537,0.19,49.51
Refinery,0.029924,10.51,59.32
Refinery,0.472549,4.335,51.88
Refinery,0.16753,3.727,51.44
Refinery,0.058924,13.37,43.62
Refinery,0.025765,16.54,48.28
Refinery,0.269203,4.296,51.87
Refinery,0.012247,4.217,51.91
Refinery,0.045637,13.6,50.56
Refinery,0.04737,13.6,50.56
Refinery,0.013402,4.217,51.91
Refinery,0.013633,4.217,51.91
Refinery,0.254183,17.18,48.11
Refinery,0.25996,17.19,48.11
Refinery,0.043904,9.748,55.58
Refinery,0.13749,4.85,45.67
Refinery,0.04841,9.751,55.59
Refinery,0.231075,15.19,37.22
Refinery,0.177928,3.727,51.44
Refinery,0.24494,0.57,49.48
Refinery,0.170996,3.727,51.44
Refinery,0.264581,4.296,51.87
Refinery,0.165219,18.89,47.28
Refinery,0.01606,6.952,46.28
Refinery,0.238008,0.57,49.48
Refinery,0.448286,14.26,37.05
Refinery,0.060311,11.87,57.7
Refinery,0.113342,28.64,44.34
Refinery,0.204502,11.42,58.34
Refinery,0.075793,6.952,46.28
Refinery,0.249561,23.07,37.92
Refinery,0.019988,8.946,44.57
Refinery,0.045175,7.035,47.04
Refinery,0.034661,7.035,47.04
Refinery,0.012131,-0.54,45.01
Refinery,0.326972,16.49,48.14
Refinery,0.055805,14.32,50.25
Refinery,0.03651,7.035,47.04
Refinery,0.131713,27.33,42.54
Refinery,0.500278,4.335,51.88
Refinery,0.195259,23.51,38.04
Refinery,0.233386,4.296,51.87
Refinery,0.170996,3.727,51.44
Refinery,0.055111,14.32,50.25
Refinery,0.246095,5.033,60.81
Refinery,0.036048,22.06,60.45
Refinery,0.249561,23.07,37.92
Refinery,0.139801,5.14,43.38
Refinery,0.144422,-2.07,47.33
Refinery,0.211434,15.26,38.2
Refinery,0.198725,18.73,54.34
Refinery,0.04945,4.165,51.93
Refinery,0.224143,4.107,51.94
Refinery,0.139801,1.03,49.38
Refinery,0.08492,2.88,48.59
Refinery,0.123625,17.19,48.11
Refinery,0.145577,5.14,43.38
Refinery,0.035701,22.87,40.67
Refinery,0.07637,4.9,43.45
Refinery,0.045868,10.34,43.58
Refinery,0.15251,23.6,38.03
Refinery,0.140956,-2.07,47.33
Refinery,0.092892,2.88,48.59
Refinery,0.341991,8.891,45.09
Refinery,0.044251,7.035,47.04
Refinery,0.701313,9.018,39.07
Refinery,0.090466,5.16,43.5
Refinery,0.094741,17.18,40.48
Refinery,0.077179,5.16,43.5
Refinery,0.138645,5.14,43.38
Refinery,0.151354,5.04,43.38
Refinery,0.086884,4.9,43.45
Refinery,0.12247,4.85,45.67
Refinery,0.136334,5.04,43.38
Refinery,0.123625,17.19,48.11
Refinery,0.75215,9.018,39.07
Refinery,0.086307,28.64,44.34
Refinery,0.219522,18.73,54.34
Refinery,0.329282,0.19,49.51
Refinery,0.091159,2.88,48.59
Refinery,0.047717,13.6,50.56
Refinery,0.22992,0.57,49.48
Refinery,0.019872,7.71,48.64
Refinery,0.280756,-3.11,43.32
Refinery,0.170996,-8.8,37.96
Refinery,0.164063,18.89,47.28
Refinery,0.117848,8.789,45.43
Refinery,0.115075,26.01,44.86
Refinery,0.069092,2.36,51.03
Refinery,0.044482,26.07,44.94
Refinery,0.119004,-2.07,47.33
Refinery,0.037203,22.06,60.45
Refinery,0.086653,4.9,43.45
Refinery,0.310796,-8.8,37.96
Refinery,0.025765,16.54,48.28
Refinery,0.014558,-60.9,14.62
Refinery,0.043673,12.26,45.46
Refinery,0.216055,15.19,37.22
Refinery,0.219522,18.73,54.34
Refinery,0.258804,4.296,51.87
Refinery,0.05488,11.09,55.65
Refinery,0.06239,4.165,51.93
Refinery,0.266892,4.107,51.94
Refinery,0.117848,0.014,39.97
Refinery,0.013865,15.74,50.03
Refinery,0.09786,28.64,44.34
Refinery,0.13749,26.01,44.86
Refinery,0.03443,22.87,40.67
Refinery,0.144422,5.04,43.38
Refinery,0.328127,16.49,48.14
Refinery,0.051299,7.71,48.64
Refinery,0.270358,-0.98,37.62
Refinery,0.090235,-8.71,41.2
Refinery,0.116693,-8.71,41.2
Refinery,0.053378,15.18,37.17
Refinery,0.161753,18.89,47.28
Refinery,0.488724,4.335,51.88
Refinery,0.189482,15.21,37.13
Refinery,0.165219,23.6,38.03
Refinery,0.26227,-3.11,43.32
Refinery,0.228765,15.21,37.13
Refinery,0.177928,3.727,51.44
Refinery,0.026574,2.36,51.03
Refinery,0.278446,-3.11,43.32
Refinery,0.158287,18.89,47.28
Refinery,0.116693,26.01,44.86
Refinery,0.028307,2.36,51.03
Refinery,0.044944,26.07,44.94
Refinery,0.301553,1.227,41.17
Refinery,0.037781,26.07,44.94
Refinery,0.266892,-3.11,43.32
Refinery,0.183705,-5.39,36.18
Refinery,0.515298,4.335,51.88
Refinery,0.195259,-5.39,36.18
Refinery,0.271513,4.296,51.87
Refinery,0.117848,-8.44,43.35
Refinery,0.278446,-0.98,37.62
Refinery,0.017793,-16.2,28.45
Refinery,0.042287,14.32,50.25
Refinery,0.13749,0.014,39.97
Refinery,0.219522,-8.8,37.96
Refinery,0.234541,4.107,51.94
Refinery,0.236852,-8.8,37.96
Refinery,0.060888,4.165,51.93
Refinery,0.204502,27.33,42.54
Refinery,0.021259,-60.9,14.62
Refinery,0.16753,18.89,47.28
Refinery,0.279601,-0.98,37.62
Refinery,0.117848,-8.44,43.35
Refinery,0.153665,3.727,51.44
Refinery,0.061813,-16.2,28.45
Refinery,0.046908,13.6,50.56
Refinery,0.254183,1.227,41.17
Refinery,0.177928,-6.89,37.18
Refinery,0.115307,-8.44,43.35
Refinery,0.057538,11.09,55.65
Refinery,0.166374,18.89,47.28
Refinery,0.142111,-8.71,41.2
Refinery,0.183705,-6.89,37.18
Refinery,0.18486,-5.39,36.18
Refinery,0.161753,18.89,47.28
Refinery,0.097398,-8.71,41.2
Refinery,0.250717,1.227,41.17
Refinery,0.175617,-4.04,38.67
Refinery,0.132868,24.93,44.81
Refinery,0.036741,16.38,45.46
Refinery,0.183705,-4.04,38.67
Refinery,0.190637,-4.04,38.67
Refinery,0.175617,-6.89,37.18
Refinery,0.03004,26.81,46.25
Refinery,0.16753,17.18,48.11
Refinery,0.100518,-8.71,41.2
Refinery,0.012594,4.217,51.91
Refinery,0.27498,4.296,51.87
Refinery,0.143267,17.19,48.11
Refinery,0.47486,4.335,51.88
Refinery,0.266892,-3.11,43.32
Refinery,0.159442,3.727,51.44
Refinery,0.164063,17.19,48.11
Refinery,0.114613,14.53,45.28
Refinery,0.121315,0.014,39.97
Refinery,0.098207,26.07,44.94
Refinery,0.248406,4.107,51.94
Refinery,0.062506,4.165,51.93
Refinery,0.038012,-16.2,28.45
Refinery,0.037896,16.38,45.46
Refinery,0.232231,-3.11,43.32
Refinery,0.255338,-3.11,43.32
Refinery,0.117848,0.014,39.97
Refinery,0.09994,0.014,39.97
Refinery,0.089657,28.64,44.34
Refinery,0.241474,-8.8,37.96
Refinery,0.278446,-0.98,37.62
Refinery,0.131713,-8.44,43.35
Refinery,0.195259,-6.89,37.18
Refinery,0.017562,-60.9,14.62
Refinery,0.179083,-5.39,36.18
Refinery,0.113573,14.53,45.28
Refinery,0.135179,0.014,39.97
Refinery,0.054303,-16.2,28.45
Refinery,0.106872,28.64,44.34
Refinery,0.054072,-16.2,28.45
Refinery,0.119004,-6.89,37.18
Refinery,0.181394,-6.89,37.18
Refinery,0.272669,-3.11,43.32
Refinery,0.189482,-6.89,37.18
Refinery,0.266892,-3.11,43.32
Refinery,0.069438,-16.2,28.45
Refinery,0.181394,-4.04,38.67
Refinery,0.276135,-0.98,37.62
Refinery,0.13749,-8.44,43.35
Refinery,0.191792,-5.39,36.18
Refinery,0.318884,1.227,41.17
Refinery,0.117848,26.01,44.86
Refinery,0.058693,-0.98,37.62
Refinery,0.191792,-5.39,36.18
Refinery,0.187171,-5.39,36.18
Refinery,0.074291,-0.98,37.62
Refinery,0.12247,0.014,39.97
Refinery,0.301553,1.227,41.17
Refinery,0.303864,1.227,41.17
Refinery,0.029809,16.38,45.46
Refinery,0.121315,-6.89,37.18
Refinery,0.261115,1.227,41.17
Refinery,0.114151,-0.98,37.62
Refinery,0.310796,0.19,49.51
Refinery,0.13749,-8.44,43.35
Refinery,0.216055,0.57,49.48
Refinery,0.177928,-4.04,38.67
Refinery,0.102482,-8.71,41.2
Refinery,0.042633,26.07,44.94
Refinery,0.183705,-5.39,36.18
Refinery,0.16984,-8.44,43.35
Refinery,0.074753,6.952,46.28
Refinery,0.15482,-8.44,43.35
Refinery,0.218366,-4.04,38.67
Refinery,0.036163,-8.24,51.82
Refinery,0.081685,4.9,43.45
Refinery,0.115422,17.19,48.11
Refinery,0.032928,-8.24,51.82
Refinery,0.105601,0.014,39.97
Refinery,0.119004,-8.44,43.35
Refinery,0.045406,2.36,51.03
Refinery,0.127091,-2.07,47.33
Refinery,0.129402,4.85,45.67
Refinery,0.139801,5.512,59.27
Refinery,0.234541,-3.11,43.32
Refinery,0.074522,-0.98,37.62
Refinery,0.087809,2.88,48.59
Refinery,0.195259,-5.39,36.18
Refinery,0.296932,-4.04,38.67
Refinery,0.331593,-4.04,38.67
Refinery,0.225298,-4.04,38.67
Refinery,0.038127,10.51,59.32
Refinery,0.119004,5.14,43.38
Refinery,0.076717,-16.2,28.45
Refinery,0.145577,5.04,43.38
Refinery,0.204502,-8.8,37.96
Refinery,0.123625,-6.89,37.18
Refinery,0.272669,5.033,60.81
Refinery,0.294621,1.227,41.17
Refinery,0.235697,15.26,38.2
Refinery,0.11392,26.01,44.86
Refinery,0.031657,8.946,44.57
Refinery,0.105601,13.37,43.62
Refinery,0.735975,9.018,39.07
Refinery,0.115191,23.6,70.69
Refinery,0.120159,23.6,70.69
Refinery,0.018833,-60.9,14.62
Refinery,0.329282,25.52,60.31
Refinery,0.016984,17.95,58.91
Refinery,0.042287,10.34,43.58
Refinery,0.471394,14.23,53.08
Refinery,0.072673,11.59,48.76
Refinery,0.094625,8.346,49.05
Refinery,0.123625,-6.89,37.18
Refinery,0.136334,0.014,39.97
Refinery,0.150199,11.75,48.78
Refinery,0.203346,6.974,50.85
Refinery,0.085151,9.951,53.47
Refinery,0.037203,9.97,53.48
Refinery,0.121315,0.014,39.97
Refinery,0.093701,9.979,53.48
Refinery,0.418246,7.028,51.59
Refinery,0.11288,7.037,51.53
Refinery,0.124781,9.079,54.16
Refinery,0.182549,11.42,58.34
Refinery,0.083534,9.951,53.47
Refinery,0.348924,7.001,50.81
Refinery,0.053841,11.87,57.7
Refinery,0.053263,11.82,57.71
Refinery,0.263426,8.329,49.05
Refinery,0.201035,11.42,58.34
Refinery,0.699003,9.018,39.07
Refinery,0.061813,11.87,57.7
Refinery,0.165219,11.42,58.34
Refinery,0.518764,14.23,53.08
Refinery,0.070247,11.59,48.76
Refinery,0.256494,8.329,49.05
Refinery,0.016291,17.95,58.91
Refinery,0.12247,7.311,52.56
Refinery,0.073482,11.59,48.76
Refinery,0.235697,15.19,37.22
Refinery,0.261115,8.891,45.09
Refinery,0.082263,11.47,48.79
Refinery,0.233386,-3.11,43.32
Refinery,0.095203,8.346,49.05
Refinery,0.110338,9.079,54.16
